iter	RMSE
360	934.2847341
361	933.9603702
362	933.7720512
363	933.4393083
364	933.0226613
365	932.6492324
366	932.2026182
367	931.9180436
368	931.8258213
369	931.4441627
370	931.2254391
371	930.876308
372	930.7273158
373	930.3546006
374	929.7261383
375	929.1119443
376	928.6317683
377	928.2757151
378	927.8898379
379	927.6609323
380	927.3359312
381	926.8266604
382	926.480535
383	926.2742928
384	925.9917216
385	925.7942032
386	925.576988
387	925.3647062
388	924.9728155
389	924.4684278
390	924.2365108
391	923.8954998
392	923.602554
393	923.2526892
394	922.6900921
395	922.3592138
396	921.8859726
397	921.6286788
398	921.3742224
399	921.200346
400	920.9789196
401	920.6365715
402	920.3412532
403	920.1198129
404	919.6989327
405	919.2775318
406	918.9000776
407	918.5002915
408	918.2924297
409	917.9698403
410	917.5007526
411	917.2566869
412	916.7663667
413	916.5353179
414	916.2364148
415	915.7779944
416	915.4232734
417	915.0857148
418	914.6858739
419	914.4830111
420	914.1661194
421	914.013214
422	913.810236
423	913.7125802
424	913.3824297
425	913.0175851
426	912.5437622
427	912.2089954
428	911.8048571
429	911.4308204
430	911.1264753
431	910.8030061
432	910.6265853
433	910.4720525
434	910.0192264
435	909.7519377
436	909.4372842
437	909.3016777
438	908.9641032
439	908.7553343
440	908.3832215
441	908.22273
442	907.6178565
443	907.2334845
444	906.8272614
445	906.5242991
446	906.2470972
447	906.1458722
448	905.7640898
449	905.4879817
450	905.1869992
451	904.7837758
452	904.364041
453	904.105467
454	903.6971577
455	903.3638307
456	903.0960193
457	902.6826043
458	902.4257226
459	902.2645935
460	901.8568951
461	901.6747483
462	901.479895
463	901.2834918
464	901.0406219
465	900.6349686
466	900.4856384
467	900.3292659
468	900.0590145
469	899.9218778
470	899.7965642
471	899.492839
472	899.1794904
473	898.9703399
474	898.8425829
475	898.3996049
476	898.1146434
477	897.9219534
478	897.7174677
479	897.5188466
480	897.1773171
481	896.8451168
482	896.55342
483	896.173134
484	895.8215114
485	895.6535974
486	895.4597358
487	895.3602506
488	895.0711165
489	894.8359255
490	894.695833
491	894.382718
492	894.1125419
493	893.8592593
494	893.7575428
495	893.5647487
496	893.324901
497	892.9994044
498	892.6922276
499	892.3014489
500	891.865204
501	891.6388171
502	891.3713018
503	891.1925184
504	890.9031125
505	890.5566961
506	890.1990046
507	889.9863264
508	889.7282735
509	889.4266278
510	889.2686496
511	888.9463223
512	888.7975594
513	888.5571687
514	888.3918045
515	888.0708607
516	887.8293119
517	887.7167933
518	887.4827778
519	887.3209743
520	887.1955191
521	886.9330592
522	886.593648
523	886.3331299
524	886.1576214
525	885.9436679
526	885.6738602
527	885.4721214
528	885.3855135
529	885.1341343
530	884.7385601
531	884.3660132
532	884.2076601
533	883.884356
534	883.6419991
535	883.2452508
536	882.9705123
537	882.8741144
538	882.7753606
539	882.6611139
540	882.2861637
541	881.9109413
542	881.7637059
543	881.4739525
544	881.3208003
545	881.0719538
546	880.7476935
547	880.5945084
548	880.3540089
549	880.0364515
550	879.8037926
551	879.4913223
552	879.2918636
553	879.1185538
554	878.9785932
555	878.7565836
556	878.3255167
557	878.1892796
558	877.9446556
559	877.4841278
560	877.2839189
561	876.9655515
562	876.7019802
563	876.5506491
564	876.3137385
565	876.1859682
566	875.8997581
567	875.754991
568	875.4886175
569	875.2159514
570	874.8667641
571	874.641688
572	874.5117272
573	874.1210792
574	873.8996965
575	873.6197712
576	873.3456708
577	872.9108185
578	872.8192402
579	872.4751426
580	872.2044829
581	871.8321536
582	871.633655
583	871.3572421
584	871.2819313
585	871.1401259
586	871.067196
587	870.8630635
588	870.5755495
589	870.3972801
590	870.0309838
591	869.9086715
592	869.7657656
593	869.4988564
594	869.3236978
595	868.9248867
596	868.7312662
597	868.4610582
598	868.2422355
599	867.8231691
600	867.4949235
601	867.3159034
602	867.033673
603	866.6667922
604	866.3347592
605	865.9697535
606	865.7406192
607	865.5263876
608	865.2454616
609	864.9502384
610	864.7626073
611	864.5382156
612	864.2066289
613	864.0969063
614	863.8547398
615	863.643862
616	863.3791997
617	862.995023
618	862.8462739
619	862.6653584
620	862.2965149
621	862.0179025
622	861.6943623
623	861.3896627
624	861.1241554
625	860.9817407
626	860.7969726
627	860.5442354
628	860.3287297
629	860.1559501
630	859.9313248
631	859.7896909
632	859.6124416
633	859.343384
634	858.9464931
635	858.6587791
636	858.3499475
637	858.1644805
638	857.9040398
639	857.7197245
640	857.3936561
641	857.0985405
642	856.9017739
643	856.6023305
644	856.3744218
645	856.244787
646	856.0144165
647	855.7239179
648	855.5925225
649	855.1238465
650	854.8162716
651	854.5177297
652	854.2190891
653	853.933213
654	853.7253743
655	853.4623969
656	853.1992977
657	852.9618624
658	852.7020617
659	852.3253704
660	852.0821451
661	851.8282312
662	851.548504
663	851.434872
664	851.2453999
665	851.0143822
666	850.8015405
667	850.4804492
668	850.292231
669	850.0459115
670	849.8456511
671	849.6484863
672	849.3978019
673	849.127001
674	848.9261764
675	848.7409973
676	848.4952618
677	848.3357187
678	848.1809255
679	848.1073724
680	848.0229964
681	847.8063259
682	847.5314188
683	847.3073785
684	847.0361386
685	846.8523253
686	846.7277274
687	846.4707985
688	846.2179856
689	845.993777
690	845.7702246
691	845.6368221
692	845.519018
693	845.3954931
694	845.3384318
695	844.9827009
696	844.684286
697	844.4063555
698	844.2570698
699	844.0136164
700	843.8799741
701	843.7782594
702	843.5590638
703	843.3731904
704	843.0943381
705	842.9467549
706	842.8037136
707	842.6045219
708	842.4504483
709	842.1611154
710	841.8008118
711	841.6790031
712	841.4150423
713	841.0593508
714	840.6707666
715	840.412159
716	840.2256248
717	839.8248318
718	839.6019408
719	839.4548121
720	839.2075702
721	839.0083772
722	838.8220547
723	838.5724187
724	838.4496645
725	838.3381508
726	838.2179748
727	837.9503848
728	837.7403743
729	837.4294135
730	837.2767077
731	837.0221128
732	836.8935213
733	836.6447369
734	836.4024291
735	836.2203551
736	835.9292239
737	835.6797799
738	835.5620896
739	835.3401978
740	834.9821398
741	834.6533325
742	834.533877
743	834.4301863
744	834.253449
745	833.9499893
746	833.5747482
747	833.2936438
748	833.0164922
749	832.8640781
750	832.5101148
751	832.3557525
752	832.1160132
753	831.7855528
754	831.6808082
755	831.5212431
756	831.2145658
757	831.1015486
758	830.9275712
759	830.7609419
760	830.6612578
761	830.4595967
762	829.9960535
763	829.7720215
764	829.5515261
765	829.2712406
766	829.1420553
767	828.9496099
768	828.7314519
769	828.4805655
770	828.3442202
771	828.0938348
772	827.8243685
773	827.5140801
774	827.2773919
775	827.0706894
776	826.9202293
777	826.6690916
778	826.4408702
779	826.2276392
780	826.0464368
781	825.8924076
782	825.773321
783	825.6143981
784	825.406654
785	825.1644852
786	824.9677632
787	824.844502
788	824.5478747
789	824.4184286
790	824.2222632
791	823.9522694
792	823.8170887
793	823.6349037
794	823.5017213
795	823.2292465
796	823.0636428
797	822.911729
798	822.7055231
799	822.6264524
800	822.4320276
801	822.1050098
802	821.9243322
803	821.8197032
804	821.5321768
805	821.2870286
806	821.1534832
807	820.8875995
808	820.7644249
809	820.6004794
810	820.4478055
811	820.2510011
812	820.0228814
813	819.7928056
814	819.6067306
815	819.5138867
816	819.2307986
817	819.1345347
818	818.8995934
819	818.6953112
820	818.5037207
821	818.2934105
822	818.031827
823	817.8998983
824	817.6088665
825	817.543413
826	817.354904
827	817.1974223
828	816.8828261
829	816.8199776
830	816.6977657
831	816.5142546
832	816.4022467
833	816.1629454
834	816.0449644
835	815.7789393
836	815.5307505
837	815.3408764
838	815.1988386
839	814.969129
840	814.8650003
841	814.6119479
842	814.2819303
843	814.0890471
844	813.9126844
845	813.7417729
846	813.6078
847	813.47773
848	813.2456435
849	813.1173092
850	812.9703427
851	812.8452798
852	812.77843
853	812.4399932
854	812.1271418
855	812.01945
856	811.7110576
857	811.49879
858	811.2700353
859	810.9837249
860	810.7895477
861	810.5763187
862	810.4944798
863	810.3705627
864	810.2094308
865	809.9142761
866	809.8519261
867	809.6646438
868	809.5169221
869	809.3728641
870	809.2962735
871	809.0465069
872	808.8577735
873	808.5949479
874	808.5476194
875	808.4839962
876	808.3675473
877	808.2242927
878	808.0759852
879	807.7533961
880	807.5936343
881	807.4045917
882	807.3715658
883	807.3385551
884	807.1720948
885	807.0747159
886	806.9379434
887	806.8090364
888	806.7377634
889	806.5929746
890	806.5174195
891	806.4446831
892	806.2988116
893	806.079932
894	805.9070575
895	805.711036
896	805.4286681
897	805.2747538
898	805.030204
899	804.9329169
900	804.7283875
901	804.4673015
902	804.0979937
903	803.9430965
904	803.6664247
905	803.5589995
906	803.335859
907	803.2246181
908	803.1714548
909	802.958102
910	802.8872087
911	802.7682473
912	802.5869378
913	802.4704735
914	802.2515554
915	802.1628748
916	801.9160267
917	801.7661066
918	801.5711587
919	801.4227971
920	801.1465766
921	801.0173784
922	800.9281311
923	800.7884557
924	800.5993651
925	800.4199665
926	800.138843
927	800.0684003
928	799.8423198
929	799.7272807
930	799.6307222
931	799.3487158
932	799.2276429
933	799.1128389
934	798.8389724
935	798.6902679
936	798.5262238
937	798.3002557
938	798.2033666
939	798.0592869
940	797.8960854
941	797.6475886
942	797.2707752
943	797.1535539
944	796.9086485
945	796.7835534
946	796.6813809
947	796.4891608
948	796.2801478
949	796.1850209
950	795.9940881
951	795.7660616
952	795.6847341
953	795.5588931
954	795.4018572
955	795.2577125
956	795.0952864
957	794.8706656
958	794.640362
959	794.5148217
960	794.3816156
961	794.1059115
962	793.9856336
963	793.7970426
964	793.7119151
965	793.5507322
966	793.3673897
967	793.2184032
968	793.0147873
969	792.7970901
970	792.5602946
971	792.4024051
972	792.242593
973	792.1228975
974	791.8093854
975	791.6256425
976	791.4655703
977	791.2968469
978	791.0564639
979	790.9269609
980	790.7713006
981	790.5854865
982	790.4099813
983	790.2386411
984	790.1154632
985	789.8399771
986	789.6624079
987	789.56848
988	789.1738341
989	788.844428
990	788.6742162
991	788.6212193
992	788.5047517
993	788.3113192
994	788.1457768
995	787.9263635
996	787.713389
997	787.5975856
998	787.4867432
999	787.3538615
